S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,MSx,MSy,MSz,MEx,MEy,MEz,MWx,MWy,MWz,session_time_stamp
23,1,62,36,77,0,103,28,12,7,1,0,0,3,0,1,2,3,2,0,1,10,1,3,0,1,1,5,0,0,1,1,-0.191540718078613,-0.230069503188133,0.708498060703278,0.012853778898716,-0.0392840206623077,0.391870081424713,0.237774223089218,0.0132608618587255,0.236980348825455,02_Jan_2025_10_32
17,2,65,32,74,3,104,27,11,11,0,0,0,1,0,0,1,0,0,0,1,8,1,3,0,2,0,8,0,0,0,1,-0.191711783409119,-0.230705991387367,0.708704233169556,0.00995291024446487,-0.0376177988946438,0.392355531454086,0.234476819634438,0.0152232572436333,0.236990094184875,02_Jan_2025_10_32
16,3,60,34,77,2,103,24,12,6,8,1,1,0,0,0,0,0,0,3,2,8,7,0,1,3,0,5,1,0,0,3,-0.191815093159676,-0.231133043766022,0.708844125270844,0.00816279649734497,-0.036607064306736,0.392677485942841,0.231238856911659,0.0176870413124561,0.237926974892616,02_Jan_2025_10_32
20,3,60,34,72,0,105,26,13,4,0,1,0,1,0,5,0,1,3,3,3,6,2,0,0,0,0,6,0,0,1,0,-0.191878825426102,-0.231561556458473,0.708970606327057,0.00629261508584023,-0.0355651937425137,0.392955303192139,0.228456497192383,0.0196801386773586,0.238410025835037,02_Jan_2025_10_32
12,1,63,35,72,1,107,25,12,7,3,1,0,2,0,3,1,0,0,1,3,8,0,3,0,4,0,3,1,6,0,0,-0.191947624087334,-0.232042640447617,0.70908784866333,0.00341295264661312,-0.0340134687721729,0.393471270799637,0.227171719074249,0.0206404756754637,0.23858368396759,02_Jan_2025_10_32
16,1,57,29,77,3,102,28,11,6,3,1,2,1,0,0,2,0,0,0,2,11,3,0,0,0,1,5,0,1,1,0,-0.192007973790169,-0.232493981719017,0.709253787994385,0.00149915926158428,-0.0329803787171841,0.393784463405609,0.227171719074249,0.0206404756754637,0.23858368396759,02_Jan_2025_10_32
17,0,63,32,76,3,107,32,12,4,0,5,4,0,0,1,3,0,3,0,0,10,2,5,2,0,1,5,1,3,3,0,-0.19208899140358,-0.233159974217415,0.709490180015564,-0.00134521536529064,-0.0314577408134937,0.394297212362289,0.227171719074249,0.0206404756754637,0.23858368396759,02_Jan_2025_10_32
14,2,58,31,71,0,105,25,13,4,2,11,2,2,0,0,0,0,3,0,3,7,0,3,2,3,0,3,0,1,1,0,-0.192107990384102,-0.233603447675705,0.709640800952911,-0.00325635634362698,-0.0304501876235008,0.394661724567413,0.227171719074249,0.0206404756754637,0.23858368396759,02_Jan_2025_10_32
16,3,63,35,77,6,102,27,13,8,0,0,0,0,0,1,0,0,1,0,3,10,4,6,0,2,1,0,3,0,0,1,-0.192173644900322,-0.234272956848145,0.709908306598663,-0.00605749152600765,-0.0289516746997833,0.395173519849777,0.227171719074249,0.0206404756754637,0.23858368396759,02_Jan_2025_10_32
23,2,62,34,74,1,104,25,11,4,1,0,0,2,0,1,9,1,3,0,0,10,4,0,2,0,5,4,0,2,1,3,-0.192197799682617,-0.234707191586494,0.710084021091461,-0.00792641937732697,-0.0279614999890327,0.395527243614197,0.227171719074249,0.0206404756754637,0.23858368396759,02_Jan_2025_10_32
15,0,62,30,71,0,100,24,12,7,2,1,2,2,0,1,0,4,5,0,2,8,3,4,0,0,3,2,0,0,1,3,-0.192187592387199,-0.235130801796913,0.710245430469513,-0.0098231416195631,-0.02698864787817,0.395893186330795,0.227171719074249,0.0206404756754637,0.23858368396759,02_Jan_2025_10_32
19,0,55,32,76,4,102,26,14,8,0,2,0,0,0,0,0,1,3,3,0,7,0,3,0,0,0,3,0,1,2,2,-0.192175194621086,-0.235784083604813,0.710496723651886,-0.0126971574500203,-0.025605570524931,0.396402418613434,0.227171719074249,0.0206404756754637,0.23858368396759,02_Jan_2025_10_32
13,1,63,30,76,0,104,26,13,7,1,0,1,1,0,0,4,4,0,9,0,10,5,0,0,1,0,3,3,0,8,0,-0.192156627774239,-0.236232057213783,0.710666239261627,-0.0146387815475464,-0.0247133858501911,0.396745681762695,0.227171719074249,0.0206404756754637,0.23858368396759,02_Jan_2025_10_32
