S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,MSx,MSy,MSz,MEx,MEy,MEz,MWx,MWy,MWz,session_time_stamp
234,4,211,17,381,1,238,80,19,4,2,0,0,2,28,0,0,2,2,1,13,17,4,81,0,2,1,10,1,0,0,1,-0.0865720584988594,-0.29075902700424194,0.5789620876312256,0.09476572275161743,-0.20947614312171936,0.27427050471305847,0.22509777545928955,-0.2720029950141907,0.08639387041330338,13_Jun_2024_14_19
235,4,211,19,382,2,239,76,18,4,0,0,0,2,32,2,0,0,0,0,12,15,4,79,0,0,1,8,0,1,0,2,-0.0865720584988594,-0.29075902700424194,0.5789620876312256,0.09476572275161743,-0.20947614312171936,0.27427050471305847,0.22509777545928955,-0.2720029950141907,0.08639387041330338,13_Jun_2024_14_19
237,12,209,19,382,0,241,75,17,7,1,0,0,0,29,3,1,1,0,11,11,17,1,82,0,1,8,8,0,0,0,0,-0.0865720584988594,-0.29075902700424194,0.5789620876312256,0.09476572275161743,-0.20947614312171936,0.27427050471305847,0.22509777545928955,-0.2720029950141907,0.08639387041330338,13_Jun_2024_14_19
238,8,204,20,383,1,242,76,16,0,0,1,0,2,29,0,2,0,0,0,13,17,4,80,0,0,0,5,0,0,0,0,-0.0865720584988594,-0.29075902700424194,0.5789620876312256,0.09476572275161743,-0.20947614312171936,0.27427050471305847,0.22509777545928955,-0.2720029950141907,0.08639387041330338,13_Jun_2024_14_19
238,8,206,20,384,1,246,75,17,10,0,1,0,0,28,0,1,2,13,0,11,15,0,84,0,1,0,1,5,0,0,2,-0.0865720584988594,-0.29075902700424194,0.5789620876312256,0.09476572275161743,-0.20947614312171936,0.27427050471305847,0.22509777545928955,-0.2720029950141907,0.08639387041330338,13_Jun_2024_14_19
236,4,204,18,382,0,244,75,19,3,0,0,0,0,26,0,0,0,13,8,11,15,3,80,1,0,0,6,3,0,0,0,-0.0865720584988594,-0.29075902700424194,0.5789620876312256,0.09476572275161743,-0.20947614312171936,0.27427050471305847,0.22509777545928955,-0.2720029950141907,0.08639387041330338,13_Jun_2024_14_19
235,6,208,17,377,0,242,73,18,5,0,1,1,0,25,0,2,0,0,1,12,15,5,82,10,0,12,6,0,4,0,0,-0.0865720584988594,-0.29075902700424194,0.5789620876312256,0.09476572275161743,-0.20947614312171936,0.27427050471305847,0.22509777545928955,-0.2720029950141907,0.08639387041330338,13_Jun_2024_14_19
235,7,208,18,380,0,241,67,19,5,1,0,0,6,25,0,0,0,1,12,11,16,0,82,0,3,0,1,1,0,0,0,-0.0866825208067894,-0.2907699644565582,0.5789627432823181,0.0947573184967041,-0.20951694250106812,0.2743152678012848,0.22509032487869263,-0.272001177072525,0.08640078455209732,13_Jun_2024_14_19
235,6,210,18,379,0,245,76,22,4,11,0,1,1,32,0,0,0,1,3,11,15,1,80,0,2,0,4,0,0,3,0,-0.0866825208067894,-0.2907699644565582,0.5789627432823181,0.0947573184967041,-0.20951694250106812,0.2743152678012848,0.22509032487869263,-0.272001177072525,0.08640078455209732,13_Jun_2024_14_19
237,5,208,18,376,0,246,76,19,9,0,0,1,0,27,1,12,0,0,1,11,13,3,81,0,7,0,6,0,0,0,0,-0.0866825208067894,-0.2907699644565582,0.5789627432823181,0.0947573184967041,-0.20951694250106812,0.2743152678012848,0.22509032487869263,-0.272001177072525,0.08640078455209732,13_Jun_2024_14_19
237,8,206,19,376,1,247,73,18,5,2,7,0,0,28,7,0,0,0,2,12,17,3,82,1,0,0,6,0,2,1,0,-0.0866825208067894,-0.2907699644565582,0.5789627432823181,0.0947573184967041,-0.20951694250106812,0.2743152678012848,0.22509032487869263,-0.272001177072525,0.08640078455209732,13_Jun_2024_14_19
239,10,208,20,377,0,247,75,17,0,0,0,0,0,27,0,1,1,1,1,11,15,3,81,1,0,1,5,0,1,0,0,-0.0866825208067894,-0.2907699644565582,0.5789627432823181,0.0947573184967041,-0.20951694250106812,0.2743152678012848,0.22509032487869263,-0.272001177072525,0.08640078455209732,13_Jun_2024_14_19
237,11,209,20,376,0,244,75,20,7,0,0,0,0,27,0,0,8,1,0,11,13,3,84,1,12,0,7,0,7,3,0,-0.0866825208067894,-0.2907699644565582,0.5789627432823181,0.0947573184967041,-0.20951694250106812,0.2743152678012848,0.22509032487869263,-0.272001177072525,0.08640078455209732,13_Jun_2024_14_19
235,1,208,23,378,2,248,72,19,4,1,0,0,1,28,0,0,0,0,1,11,13,2,82,0,0,12,6,0,3,0,0,-0.0867924615740776,-0.2907809913158417,0.5789687633514404,0.09474626183509827,-0.20955829322338104,0.27435851097106934,0.22508542239665985,-0.27199816703796387,0.08640550076961517,13_Jun_2024_14_19
234,6,208,18,376,0,246,76,17,4,0,0,0,0,27,0,0,0,0,7,12,16,3,81,0,0,0,6,6,5,0,0,-0.0867924615740776,-0.2907809913158417,0.5789687633514404,0.09474626183509827,-0.20955829322338104,0.27435851097106934,0.22508542239665985,-0.27199816703796387,0.08640550076961517,13_Jun_2024_14_19
237,4,210,18,374,0,255,74,20,6,0,1,1,3,24,0,1,0,10,3,12,15,4,80,1,7,1,6,0,0,0,5,-0.0867924615740776,-0.2907809913158417,0.5789687633514404,0.09474626183509827,-0.20955829322338104,0.27435851097106934,0.22508542239665985,-0.27199816703796387,0.08640550076961517,13_Jun_2024_14_19
233,6,206,14,371,0,246,71,16,4,0,0,5,0,29,2,5,0,0,1,12,15,2,80,3,0,3,6,1,0,0,0,-0.0867924615740776,-0.2907809913158417,0.5789687633514404,0.09474626183509827,-0.20955829322338104,0.27435851097106934,0.22508542239665985,-0.27199816703796387,0.08640550076961517,13_Jun_2024_14_19
234,7,210,16,371,0,252,71,14,6,0,0,0,0,28,0,0,0,0,8,11,14,6,78,0,0,0,8,8,1,0,0,-0.0867924615740776,-0.2907809913158417,0.5789687633514404,0.09474626183509827,-0.20955829322338104,0.27435851097106934,0.22508542239665985,-0.27199816703796387,0.08640550076961517,13_Jun_2024_14_19
231,5,207,17,376,0,246,75,19,0,1,0,0,0,23,12,1,0,0,2,11,12,4,76,0,1,0,3,1,1,1,0,-0.0867924615740776,-0.2907809913158417,0.5789687633514404,0.09474626183509827,-0.20955829322338104,0.27435851097106934,0.22508542239665985,-0.27199816703796387,0.08640550076961517,13_Jun_2024_14_19
236,5,205,16,374,0,255,75,19,4,11,2,3,2,23,0,5,0,0,0,12,13,10,75,1,0,0,4,0,0,1,1,-0.0867924615740776,-0.2907809913158417,0.5789687633514404,0.09474626183509827,-0.20955829322338104,0.27435851097106934,0.22508542239665985,-0.27199816703796387,0.08640550076961517,13_Jun_2024_14_19
231,6,203,16,378,3,249,74,18,2,0,0,0,0,28,1,1,1,0,1,12,17,2,74,1,0,0,5,2,0,0,0,-0.08690109848976135,-0.2907910943031311,0.5789750218391418,0.09473223984241486,-0.20959970355033875,0.2743980884552002,0.2250797152519226,-0.27199339866638184,0.08640571683645248,13_Jun_2024_14_19
