S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,MSx,MSy,MSz,MEx,MEy,MEz,MWx,MWy,MWz,session_time_stamp
45,0,51,13,76,9,28,11,1,2,0,0,0,1,0,0,0,2,0,0,0,5,0,0,0,0,0,5,11,1,0,0,-0.152395620942116,-0.253629148006439,0.702409207820892,0.0271381866186857,-0.103101029992103,0.375104397535324,0.187627196311951,-0.0990384295582771,0.186387673020363,28_Oct_2024_16_02
46,1,47,9,79,0,28,13,2,8,0,0,1,0,0,0,0,1,1,0,0,3,1,0,0,0,0,3,0,0,0,2,-0.152691096067429,-0.253680795431137,0.702635765075684,0.0275994278490543,-0.10508169978857,0.375189214944839,0.190984442830086,-0.105297051370144,0.189400345087051,28_Oct_2024_16_02
47,1,48,9,80,0,30,16,1,3,0,0,0,2,0,1,2,0,0,0,0,2,0,0,0,0,2,3,0,0,1,0,-0.152883008122444,-0.253736197948456,0.702814638614655,0.0279261823743581,-0.106471486389637,0.375251561403274,0.192801833152771,-0.109682247042656,0.191122025251388,28_Oct_2024_16_02
51,1,50,11,79,1,33,19,2,2,2,2,0,0,0,0,1,0,2,0,1,2,0,0,0,0,0,8,2,1,1,1,-0.153158232569694,-0.253832280635834,0.703075170516968,0.0284243375062942,-0.108561649918556,0.375405073165893,0.194719478487968,-0.118098929524422,0.192924872040749,28_Oct_2024_16_02
45,0,55,15,79,0,32,15,0,0,3,0,0,3,0,0,7,4,8,1,2,3,0,0,0,0,1,0,3,0,0,0,-0.153326869010925,-0.2539082467556,0.703257262706757,0.0287492759525775,-0.109957210719585,0.375530570745468,0.195063218474388,-0.124152541160584,0.193458080291748,28_Oct_2024_16_02
46,0,48,12,78,0,33,16,0,0,0,1,0,0,0,0,8,1,0,0,1,4,0,2,0,0,0,3,0,0,1,5,-0.153642684221268,-0.254079431295395,0.703605592250824,0.0293293520808219,-0.112675130367279,0.375831872224808,0.19729171693325,-0.13532118499279,0.196263790130615,28_Oct_2024_16_02
45,1,56,10,78,0,31,17,2,0,1,4,0,1,0,0,1,0,0,0,1,1,0,0,0,1,2,1,1,1,1,0,-0.1537796407938,-0.25416499376297,0.703929662704468,0.0296866334974765,-0.114689059555531,0.376040279865265,0.199718430638313,-0.143458932638168,0.1997901648283,28_Oct_2024_16_02
47,1,59,13,80,0,29,15,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,2,0,1,-0.153880402445793,-0.254257440567017,0.704073131084442,0.0298764277249574,-0.116012044250965,0.376177191734314,0.201233029365539,-0.147588580846787,0.202047541737556,28_Oct_2024_16_02
48,1,67,13,88,1,35,17,0,1,4,0,0,0,0,4,1,2,1,1,0,0,0,0,1,1,0,0,1,8,0,0,-0.15416119992733,-0.254692941904068,0.704644680023193,0.0301378443837165,-0.122189909219742,0.376783192157745,0.200807139277458,-0.178292617201805,0.209748476743698,28_Oct_2024_16_02
49,0,73,10,91,0,35,17,0,0,0,1,3,0,0,0,10,1,0,1,1,0,5,1,0,0,0,2,0,1,0,0,-0.154210478067398,-0.254802644252777,0.704732239246368,0.0300228856503963,-0.123291403055191,0.376884639263153,0.200620874762535,-0.183801606297493,0.212072610855102,28_Oct_2024_16_02
